0F-InvertedOnlyMD5,0-InvertedOnlyPids,11-System_FileName,13F-System_Size,14F-System_FileAttributes,15F-System_DateModified,16F-System_DateCreated,17F-System_DateAccessed,33-System_ItemUrl,3-System_ItemFolderNameDisplay,4363-System_DateImported,4369-System_Document_DateCreated,4371-System_Document_DateSaved,4390-System_FileExtension,4395-System_FilePlaceholderStatus,4427-System_IsAttachment,4429-System_IsEncrypted,4432-System_IsFolder,4436-System_ItemDate,4438-System_ItemFolderPathDisplay,4439-System_ItemFolderPathDisplayNarrow,4440-System_ItemName,4441-System_ItemNameDisplay,4442-System_ItemNameDisplayWithoutExtension,4445-System_ItemPathDisplay,4446-System_ItemPathDisplayNarrow,4448-System_ItemType,4563-System_ParsingName,4621-System_SFGAOFlags,4622-System_Search_AccessCount,4629F-System_Search_GatherTime,4631-System_Search_LastIndexedTotalTime,4635-System_Search_Store,4676-System_ThumbnailCacheId,5-System_ItemTypeText,WorkID
"0751048DEF6E797072676931E7A737B5","26126312","kali-linux-2019.2-amd64.iso.torrent","256409","Archive (32)","30/08/2019 04:51:08.3385555","30/08/2019 04:50:22.0681873","30/08/2019 04:51:08.3385555","file:C:/Users/Professor Moriarty/Downloads/kali-linux-2019.2-amd64.iso.torrent","Downloads","30/08/2019 04:50:24.0000000","30/08/2019 04:50:24.0000000","30/08/2019 04:51:08.3385555",".torrent","6","False","False","False","30/08/2019 04:50:24.0000000","C:\Users\Professor Moriarty\Downloads","Downloads (C:\Users\Professor Moriarty)","kali-linux-2019.2-amd64.iso.torrent","kali-linux-2019.2-amd64.iso.torrent","kali-linux-2019.2-amd64.iso","C:\Users\Professor Moriarty\Downloads\kali-linux-2019.2-amd64.iso.torrent","kali-linux-2019.2-amd64.iso (C:\Users\Professor Moriarty\Downloads)",".torrent","kali-linux-2019.2-amd64.iso.torrent","1077936503","0","30/08/2019 04:51:09.4410117","0","file","B42E59E1FBD57611","Ares.torrent.2.7","2205"
"4746167C55018CAC71CB64EA87FBACBC","26126312","Peppermint-10-20190514-amd64.iso.torrent","30368","Archive (32)","28/09/2019 06:32:37.3226455","28/09/2019 06:32:37.0823606","28/09/2019 06:36:09.3485729","file:C:/Users/Professor Moriarty/Downloads/Peppermint-10-20190514-amd64.iso.torrent","Downloads","28/09/2019 06:32:37.3226455","28/09/2019 06:32:37.3226455","28/09/2019 06:32:37.3226455",".torrent","6","False","False","False","28/09/2019 06:32:37.3226455","C:\Users\Professor Moriarty\Downloads","Downloads (C:\Users\Professor Moriarty)","Peppermint-10-20190514-amd64.iso.torrent","Peppermint-10-20190514-amd64.iso.torrent","Peppermint-10-20190514-amd64.iso","C:\Users\Professor Moriarty\Downloads\Peppermint-10-20190514-amd64.iso.torrent","Peppermint-10-20190514-amd64.iso (C:\Users\Professor Moriarty\Downloads)",".torrent","Peppermint-10-20190514-amd64.iso.torrent","1077936503","0","28/09/2019 07:46:14.2270247","0,09375","file","94B4C60B3356DE06","Torrent File","3556"
"23FDA94486CCA2B5080EA42EE91381B3","26126312","Katt.Williams.Its.Pimpin.Pimpin.2008.DVDRiP.XVID-iFN.torrent","14651","Archive (32)","24/09/2019 04:05:28.5152238","24/09/2019 04:05:28.5152238","24/09/2019 04:05:28.5462749","file:C:/Users/Professor Moriarty/AppData/Roaming/Shareaza/Torrents/Katt.Williams.Its.Pimpin.Pimpin.2008.DVDRiP.XVID-iFN.torrent","Torrents","24/09/2019 04:05:28.5152238","24/09/2019 04:05:28.5152238","24/09/2019 04:05:28.5152238",".torrent","6","False","False","False","24/09/2019 04:05:28.5152238","C:\Users\Professor Moriarty\AppData\Roaming\Shareaza\Torrents","Torrents (C:\Users\Professor Moriarty\AppData\Roaming\Shareaza)","Katt.Williams.Its.Pimpin.Pimpin.2008.DVDRiP.XVID-iFN.torrent","Katt.Williams.Its.Pimpin.Pimpin.2008.DVDRiP.XVID-iFN.torrent","Katt.Williams.Its.Pimpin.Pimpin.2008.DVDRiP.XVID-iFN","C:\Users\Professor Moriarty\AppData\Roaming\Shareaza\Torrents\Katt.Williams.Its.Pimpin.Pimpin.2008.DVDRiP.XVID-iFN.torrent","Katt.Williams.Its.Pimpin.Pimpin.2008.DVDRiP.XVID-iFN (C:\Users\Professor Moriarty\AppData\Roaming\Shareaza\Torrents)",".torrent","Katt.Williams.Its.Pimpin.Pimpin.2008.DVDRiP.XVID-iFN.torrent","1077936503","0","24/09/2019 04:05:29.6775494","0,046875","file","ECBBE1AF986A8D55","Torrent File","3972"
