0F-InvertedOnlyMD5,0-InvertedOnlyPids,11-System_FileName,13F-System_Size,14F-System_FileAttributes,15F-System_DateModified,16F-System_DateCreated,17F-System_DateAccessed,33-System_ItemUrl,3-System_ItemFolderNameDisplay,4346-System_DateImported,4352-System_Document_DateCreated,4354-System_Document_DateSaved,4373-System_FileExtension,4378-System_FilePlaceholderStatus,4410-System_IsAttachment,4412-System_IsEncrypted,4415-System_IsFolder,4419-System_ItemDate,4421-System_ItemFolderPathDisplay,4422-System_ItemFolderPathDisplayNarrow,4423-System_ItemName,4424-System_ItemNameDisplay,4425-System_ItemNameDisplayWithoutExtension,4428-System_ItemPathDisplay,4429-System_ItemPathDisplayNarrow,4431-System_ItemType,4546-System_ParsingName,4604-System_SFGAOFlags,4605-System_Search_AccessCount,4612F-System_Search_GatherTime,4614-System_Search_LastIndexedTotalTime,4618-System_Search_Store,4655-System_ThumbnailCacheId,5-System_ItemTypeText,WorkID
"72DB739C0C3E8D1F159ED51E54EE6B77","15124E12","settings.toml","122","32","11/04/2018 16:13:32.8211003","11/04/2018 16:08:29.2273799","11/04/2018 16:08:29.2273799","file:C:/Users/maxpowers/.rustup/settings.toml",".rustup","11/04/2018 16:08:30.0000000","11/04/2018 16:08:30.0000000","11/04/2018 16:13:32.8211003",".toml","6","False","False","False","11/04/2018 16:08:30.0000000","C:\Users\maxpowers\.rustup",".rustup (C:\Users\maxpowers)","settings.toml","settings.toml","settings","C:\Users\maxpowers\.rustup\settings.toml","settings (C:\Users\maxpowers\.rustup)",".toml","settings.toml","1077936503","0","11/04/2018 16:16:25.4306328","0","file","6879304D1CC7D31A","TOML File","2495"
"0BC9F19986876DA8FC6F6B221F944341","15124E12","multirust-channel-manifest.toml","275984","32","11/04/2018 16:13:32.7742214","11/04/2018 16:13:32.7742214","11/04/2018 16:13:32.7742214","file:C:/Users/maxpowers/.rustup/toolchains/stable-x86_64-pc-windows-msvc/lib/rustlib/multirust-channel-manifest.toml","rustlib","11/04/2018 16:13:32.7742214","11/04/2018 16:13:32.7742214","11/04/2018 16:13:32.7742214",".toml","6","False","False","False","11/04/2018 16:13:32.7742214","C:\Users\maxpowers\.rustup\toolchains\stable-x86_64-pc-windows-msvc\lib\rustlib","rustlib (C:\Users\maxpowers\.rustup\toolchains\stable-x86_64-pc-windows-msvc\lib)","multirust-channel-manifest.toml","multirust-channel-manifest.toml","multirust-channel-manifest","C:\Users\maxpowers\.rustup\toolchains\stable-x86_64-pc-windows-msvc\lib\rustlib\multirust-channel-manifest.toml","multirust-channel-manifest (C:\Users\maxpowers\.rustup\toolchains\stable-x86_64-pc-windows-msvc\lib\rustlib)",".toml","multirust-channel-manifest.toml","1077936503","0","11/04/2018 16:16:20.7742681","0","file","A22B15F7C4702E2F","TOML File","3339"
"3616DF15866E3DA6FE5614242A915818","15124E12","multirust-config.toml","284","32","11/04/2018 16:13:32.7898782","11/04/2018 16:13:32.7898782","11/04/2018 16:13:32.7898782","file:C:/Users/maxpowers/.rustup/toolchains/stable-x86_64-pc-windows-msvc/lib/rustlib/multirust-config.toml","rustlib","11/04/2018 16:13:32.7898782","11/04/2018 16:13:32.7898782","11/04/2018 16:13:32.7898782",".toml","6","False","False","False","11/04/2018 16:13:32.7898782","C:\Users\maxpowers\.rustup\toolchains\stable-x86_64-pc-windows-msvc\lib\rustlib","rustlib (C:\Users\maxpowers\.rustup\toolchains\stable-x86_64-pc-windows-msvc\lib)","multirust-config.toml","multirust-config.toml","multirust-config","C:\Users\maxpowers\.rustup\toolchains\stable-x86_64-pc-windows-msvc\lib\rustlib\multirust-config.toml","multirust-config (C:\Users\maxpowers\.rustup\toolchains\stable-x86_64-pc-windows-msvc\lib\rustlib)",".toml","multirust-config.toml","1077936503","0","11/04/2018 16:16:20.7586776","0","file","1E903B774C00A90C","TOML File","3354"
