0F-InvertedOnlyMD5,0-InvertedOnlyPids,11-System_FileName,14F-System_FileAttributes,15F-System_DateModified,16F-System_DateCreated,17F-System_DateAccessed,33-System_ItemUrl,3-System_ItemFolderNameDisplay,4346-System_DateImported,4352-System_Document_DateCreated,4354-System_Document_DateSaved,4378-System_FilePlaceholderStatus,4384-System_FolderNameDisplay,4410-System_IsAttachment,4412-System_IsEncrypted,4415-System_IsFolder,4419-System_ItemDate,4421-System_ItemFolderPathDisplay,4422-System_ItemFolderPathDisplayNarrow,4423-System_ItemName,4424-System_ItemNameDisplay,4425-System_ItemNameDisplayWithoutExtension,4428-System_ItemPathDisplay,4429-System_ItemPathDisplayNarrow,4431-System_ItemType,4437-System_Kind,4438-System_KindText,4546-System_ParsingName,4604-System_SFGAOFlags,4605-System_Search_AccessCount,4612F-System_Search_GatherTime,4614-System_Search_LastIndexedTotalTime,4618-System_Search_Store,4651-System_SyncTransferStatusFlags,4655-System_ThumbnailCacheId,5-System_ItemTypeText,WorkID
"12DBDDDF9A8E799D1D2E4F2A03A35407","15124E12","Administrator","Directory (16)","13/03/2018 18:12:02.3505059","13/03/2018 18:07:09.2228925","13/03/2018 18:12:02.3505059","file:C:/Users/Administrator","Users","13/03/2018 18:07:10.0000000","13/03/2018 18:07:10.0000000","13/03/2018 18:12:02.3505059","6","Administrator","False","False","True","13/03/2018 18:07:10.0000000","C:\Users","Users (C:)","Administrator","Administrator","Administrator","C:\Users\Administrator","Administrator (C:\Users)","Directory","folder","Folder","Administrator","1887437183","0","13/03/2018 18:16:52.5091638","0,015625","file",,"5BA102C13EEE82BF","File folder","1"
"1434983B2942883883D50ABE47ED5D19","15124E12","Start Menu","ReadOnly, Directory (17)","29/09/2017 13:46:38.1480996","29/09/2017 13:46:33.4914740","29/09/2017 13:46:38.1480996","file:C:/ProgramData/Microsoft/Windows/Start Menu","Windows","29/09/2017 13:46:34.0000000","29/09/2017 13:46:34.0000000","29/09/2017 13:46:38.1480996","6","Start Menu","False","False","True","29/09/2017 13:46:34.0000000","C:\ProgramData\Microsoft\Windows","Windows (C:\ProgramData\Microsoft)","Start Menu","Start Menu","Start Menu","C:\ProgramData\Microsoft\Windows\Start Menu","Start Menu (C:\ProgramData\Microsoft\Windows)","Directory","folder","Folder","Start Menu","1887437183","0","26/04/2018 18:22:53.0794231","0","file",,"F1C385BEAEAD52AA","File folder","2"
"CA977EAA2F4078F1B7687EC602DE293A","15124E12","Users","ReadOnly, Directory (17)","13/03/2018 18:07:11.0665003","29/09/2017 08:45:11.7738734","13/03/2018 18:07:11.0665003","file:C:/Users",,"29/09/2017 08:45:12.0000000","29/09/2017 08:45:12.0000000","13/03/2018 18:07:11.0665003","6","Users","False","False","True","29/09/2017 08:45:12.0000000","C:\","C:\","Users","Users","Users","C:\Users","Users (C:)","Directory","folder","Folder","Users","1887437167","0","13/03/2018 18:15:31.7568114","0,0625","file",,"D88457EA53814AC2","File folder","3"
"93C56346919004C928C68064169BC885","15124E12","20180316","Directory (16)","16/03/2018 20:31:18.8987349","16/03/2018 19:59:51.8207286","16/03/2018 20:31:18.8987349","file:C:/Users/maxpowers/Documents/20180316","Documents","16/03/2018 19:59:52.0000000","16/03/2018 19:59:52.0000000","16/03/2018 20:31:18.8987349","6","20180316","False","False","True","16/03/2018 19:59:52.0000000","C:\Users\maxpowers\Documents","Documents (C:\Users\maxpowers)","20180316","20180316","20180316","C:\Users\maxpowers\Documents\20180316","20180316 (C:\Users\maxpowers\Documents)","Directory","folder","Folder","20180316","1887437183","0","11/04/2018 15:12:18.9925048","0","file",,"C5A4D8027CB788FC","File folder","5"
"0DA85CD95F2A13DD1F721D1C7C385754","15124E12","20180417","Directory (16)","18/04/2018 00:00:37.1883037","18/04/2018 00:00:37.1883037","18/04/2018 00:00:37.1883037","file:C:/Users/maxpowers/Documents/20180417","Documents","18/04/2018 00:00:37.1883037","18/04/2018 00:00:37.1883037","18/04/2018 00:00:37.1883037","6","20180417","False","False","True","18/04/2018 00:00:38.0000000","C:\Users\maxpowers\Documents","Documents (C:\Users\maxpowers)","20180417","20180417","20180417","C:\Users\maxpowers\Documents\20180417","20180417 (C:\Users\maxpowers\Documents)","Directory","folder","Folder","20180417","1887437183","0","18/04/2018 00:00:42.6100218","0,09375","file",,"C8FDD71004B3D407","File folder","13"
"9BA1EE92AD4AA31B943E23B4E6D47FD0","15124E12","Default","ReadOnly, Hidden, Directory (19)","13/03/2018 18:15:19.9289476","29/09/2017 08:45:11.7738734","13/03/2018 18:15:19.9289476","file:C:/Users/Default","Users","29/09/2017 08:45:12.0000000","29/09/2017 08:45:12.0000000","13/03/2018 18:15:19.9289476","6","Default","False","False","True","29/09/2017 08:45:12.0000000","C:\Users","Users (C:)","Default","Default","Default","C:\Users\Default","Default (C:\Users)","Directory","folder","Folder","Default","1889042815","0","13/03/2018 18:16:51.9910384","0","file",,"13321D839B267C8F","File folder","14"
"7EC7979BAABF188EC6B76B68C45E6500","15124E12","AppData","Hidden, Directory (18)","29/09/2017 13:46:33.5227259","29/09/2017 13:46:33.5227259","29/09/2017 13:46:33.5227259","file:C:/Users/Default/AppData","Default","29/09/2017 13:46:33.5227259","29/09/2017 13:46:33.5227259","29/09/2017 13:46:33.5227259","6","AppData","False","False","True","29/09/2017 13:46:34.0000000","C:\Users\Default","Default (C:\Users)","AppData","AppData","AppData","C:\Users\Default\AppData","AppData (C:\Users\Default)","Directory","folder","Folder","AppData","1889042815","0","13/03/2018 18:16:52.0848436","0,015625","file",,"0F5AD2FCD4C1A581","File folder","15"
"02EF8DE1C9038BBB3376D6B9D3C9AA1F","15124E12","defaultuser0","Directory (16)","13/03/2018 18:12:41.9285397","13/03/2018 18:07:11.0665003","13/03/2018 18:12:41.9285397","file:C:/Users/defaultuser0","Users","13/03/2018 18:07:12.0000000","13/03/2018 18:07:12.0000000","13/03/2018 18:12:41.9285397","6","defaultuser0","False","False","True","13/03/2018 18:07:12.0000000","C:\Users","Users (C:)","defaultuser0","defaultuser0","defaultuser0","C:\Users\defaultuser0","defaultuser0 (C:\Users)","Directory","folder","Folder","defaultuser0","1887437183","0","13/03/2018 18:16:51.7566480","0,015625","file",,"52454D291CFC7096","File folder","16"
"6C2969A9D96C970BA9C7B8A69F126D6D","15124E12","maxpowers","Directory (16)","13/03/2018 18:12:23.9911189","13/03/2018 18:07:10.2073416","13/03/2018 18:12:23.9911189","file:C:/Users/maxpowers","Users","13/03/2018 18:07:12.0000000","13/03/2018 18:07:12.0000000","13/03/2018 18:12:23.9911189","6","maxpowers","False","False","True","13/03/2018 18:07:12.0000000","C:\Users","Users (C:)","maxpowers","maxpowers","maxpowers","C:\Users\maxpowers","maxpowers (C:\Users)","Directory","folder","Folder","maxpowers","1887437183","0","13/03/2018 18:15:32.5693932","0,015625","file",,"224E258E5378B220","File folder","18"
"5817533CDA9E0FD0B1A2650E341607C9","15124E12","Public","ReadOnly, Directory (17)","13/03/2018 15:32:44.8218829","29/09/2017 13:46:33.5383521","13/03/2018 15:32:44.8218829","file:C:/Users/Public","Users","29/09/2017 13:46:34.0000000","29/09/2017 13:46:34.0000000","13/03/2018 15:32:44.8218829","6","Public","False","False","True","29/09/2017 13:46:34.0000000","C:\Users","Users (C:)","Public","Public","Public","C:\Users\Public","Public (C:\Users)","Directory","folder","Folder","Public","1887437167","0","13/03/2018 18:15:31.8504133","0,015625","file",,"B64C8E984E200D1D","File folder","19"
"913093C12E49E0DB22DF19FF15DF3830","15124E12","AccountPictures","ReadOnly, Hidden, Directory (19)","26/04/2018 18:22:35.7512593","10/02/2017 09:45:10.6006405","13/03/2018 18:32:30.7254706","file:C:/Users/Public/AccountPictures","Public","10/02/2017 09:45:12.0000000","10/02/2017 09:45:12.0000000","26/04/2018 18:22:35.7512593","6","Public Account Pictures","False","False","True","10/02/2017 09:45:12.0000000","C:\Users\Public","Public (C:\Users)","Public Account Pictures","Public Account Pictures","Public Account Pictures","C:\Users\Public\Public Account Pictures","Public Account Pictures (C:\Users\Public)","Directory","folder","Folder","AccountPictures","1889042815","0","26/04/2018 18:22:53.0794231","0,015625","file",,"51F5174BFD1E62AE","File folder","20"
"0EB2C03ED3228505DF9FEBBA573FF53E","15124E12","Desktop","ReadOnly, Hidden, Directory (19)","13/03/2018 20:03:57.8647128","16/07/2016 11:47:48.0925666","13/03/2018 20:03:57.8647128","file:C:/Users/Public/Desktop","Public","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.0000000","13/03/2018 20:03:57.8647128","6","Public Desktop","False","False","True","16/07/2016 11:47:50.0000000","C:\Users\Public","Public (C:\Users)","Public Desktop","Public Desktop","Public Desktop","C:\Users\Public\Public Desktop","Public Desktop (C:\Users\Public)","Directory","folder","Folder","Desktop","1889042815","0","26/04/2018 18:22:51.0325741","0,015625","file",,"30B5F0C408037263","File folder","21"
"2A562014565429B2960F947BB91D590B","15124E12","Documents","ReadOnly, Directory (17)","13/03/2018 20:03:57.8647128","16/07/2016 11:47:48.0925666","13/03/2018 20:03:57.8647128","file:C:/Users/Public/Documents","Public","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.0000000","13/03/2018 20:03:57.8647128","6","Public Documents","False","False","True","16/07/2016 11:47:50.0000000","C:\Users\Public","Public (C:\Users)","Public Documents","Public Documents","Public Documents","C:\Users\Public\Public Documents","Public Documents (C:\Users\Public)","Directory","folder","Folder","Documents","1887437183","0","13/03/2018 18:15:31.9910909","0","file",,"4054D02F75D89B7E","File folder","23"
"D97EA48988AD4D430698FD682959136F","15124E12","Downloads","ReadOnly, Directory (17)","16/07/2016 11:47:50.5456868","16/07/2016 11:47:48.0925666","16/07/2016 11:47:50.5456868","file:C:/Users/Public/Downloads","Public","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.5456868","6","Public Downloads","False","False","True","16/07/2016 11:47:50.0000000","C:\Users\Public","Public (C:\Users)","Public Downloads","Public Downloads","Public Downloads","C:\Users\Public\Public Downloads","Public Downloads (C:\Users\Public)","Directory","folder","Folder","Downloads","1887437183","0","13/03/2018 18:15:31.9754018","0","file",,"C35058B5EB0E68F1","File folder","24"
"CFD075D304D1E89597C3879B3F910186","15124E12","Libraries","ReadOnly, Hidden, Directory (19)","13/03/2018 18:12:56.5074616","29/09/2017 13:46:33.5383521","13/03/2018 18:12:56.5074616","file:C:/Users/Public/Libraries","Public","29/09/2017 13:46:34.0000000","29/09/2017 13:46:34.0000000","13/03/2018 18:12:56.5074616","6","Libraries","False","False","True","29/09/2017 13:46:34.0000000","C:\Users\Public","Public (C:\Users)","Libraries","Libraries","Libraries","C:\Users\Public\Libraries","Libraries (C:\Users\Public)","Directory","folder","Folder","Libraries","1889042815","0","13/03/2018 18:15:31.9635341","0,015625","file",,"854C2143CF4B4418","File folder","25"
"93996DA5E012F37A4EC7DEA617D2D7AF","15124E12","Music","ReadOnly, Directory (17)","16/07/2016 11:47:50.5456868","16/07/2016 11:47:48.0925666","16/07/2016 11:47:50.5456868","file:C:/Users/Public/Music","Public","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.5456868","6","Public Music","False","False","True","16/07/2016 11:47:50.0000000","C:\Users\Public","Public (C:\Users)","Public Music","Public Music","Public Music","C:\Users\Public\Public Music","Public Music (C:\Users\Public)","Directory","folder","Folder","Music","1887437183","0","13/03/2018 18:15:31.9441824","0","file",,"5BC04F0EC3769B38","File folder","26"
"B7ECAF92A7D5A1F20E0550AB16EFDA3B","15124E12","Pictures","ReadOnly, Directory (17)","16/07/2016 11:47:50.5456868","16/07/2016 11:47:48.0925666","16/07/2016 11:47:50.5456868","file:C:/Users/Public/Pictures","Public","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.5456868","6","Public Pictures","False","False","True","16/07/2016 11:47:50.0000000","C:\Users\Public","Public (C:\Users)","Public Pictures","Public Pictures","Public Pictures","C:\Users\Public\Public Pictures","Public Pictures (C:\Users\Public)","Directory","folder","Folder","Pictures","1887437183","0","13/03/2018 18:15:31.9285911","0","file",,"FA2C7BA4838979ED","File folder","27"
"9325B6581DA5A8ADE38BCDB6589F1569","15124E12","Videos","ReadOnly, Directory (17)","16/07/2016 11:47:50.5456868","16/07/2016 11:47:48.0925666","16/07/2016 11:47:50.5456868","file:C:/Users/Public/Videos","Public","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.0000000","16/07/2016 11:47:50.5456868","6","Public Videos","False","False","True","16/07/2016 11:47:50.0000000","C:\Users\Public","Public (C:\Users)","Public Videos","Public Videos","Public Videos","C:\Users\Public\Public Videos","Public Videos (C:\Users\Public)","Directory","folder","Folder","Videos","1887437183","0","13/03/2018 18:15:31.9129137","0,015625","file",,"A0F473423D6835AC","File folder","28"
"7EC7979BAABF188EC6B76B68C45E6500","15124E12","AppData","Hidden, Directory (18)","13/03/2018 18:08:12.9571336","13/03/2018 18:07:10.2383274","13/03/2018 18:08:12.9571336","file:C:/Users/maxpowers/AppData","maxpowers","13/03/2018 18:07:12.0000000","13/03/2018 18:07:12.0000000","13/03/2018 18:08:12.9571336","6","AppData","False","False","True","13/03/2018 18:07:12.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","AppData","AppData","AppData","C:\Users\maxpowers\AppData","AppData (C:\Users\maxpowers)","Directory","folder","Folder","AppData","1889042815","0","13/03/2018 18:15:44.4597754","0","file",,"844C99B5B7E20ECC","File folder","38"
"A1972D52A7F9A7F3B47B2813ACB898CA","15124E12","Local","Directory (16)","13/03/2018 18:08:12.9102396","13/03/2018 18:07:10.2540587","13/03/2018 18:08:12.9102396","file:C:/Users/maxpowers/AppData/Local","AppData","13/03/2018 18:07:12.0000000","13/03/2018 18:07:12.0000000","13/03/2018 18:08:12.9102396","6","Local","False","False","True","13/03/2018 18:07:12.0000000","C:\Users\maxpowers\AppData","AppData (C:\Users\maxpowers)","Local","Local","Local","C:\Users\maxpowers\AppData\Local","Local (C:\Users\maxpowers\AppData)","Directory","folder","Folder","Local","1887437183","0","13/03/2018 18:15:45.0378930","0,03125","file",,"E4568E93E994A719","File folder","39"
"97C1248A5944CFD0572B42BC395565E1","15124E12","Contacts","ReadOnly, Directory (17)","11/04/2018 15:11:59.6955955","10/03/2018 06:39:17.9572164","10/03/2018 06:39:17.9572164","file:C:/Users/maxpowers/Contacts","maxpowers","10/03/2018 06:39:18.0000000","10/03/2018 06:39:18.0000000","11/04/2018 15:11:59.6955955","6","Contacts","False","False","True","10/03/2018 06:39:18.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Contacts","Contacts","Contacts","C:\Users\maxpowers\Contacts","Contacts (C:\Users\maxpowers)","Directory","folder","Folder","Contacts","1887437183","0","11/04/2018 15:12:18.8987390","0","file",,"7F8732F513DD4AE4","File folder","40"
"34B720799A81616985EE54FCE69D885A","15124E12","Desktop","ReadOnly, Directory (17)","11/04/2018 15:11:59.8205869","10/03/2018 06:39:12.4884817","09/04/2018 16:45:39.8690578","file:C:/Users/maxpowers/Desktop","maxpowers","10/03/2018 06:39:14.0000000","10/03/2018 06:39:14.0000000","11/04/2018 15:11:59.8205869","6","Desktop","False","False","True","10/03/2018 06:39:14.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Desktop","Desktop","Desktop","C:\Users\maxpowers\Desktop","Desktop (C:\Users\maxpowers)","Directory","folder","Folder","Desktop","1887437183","0","11/04/2018 15:12:18.8362157","0","file",,"17991B004F12F61D","File folder","42"
"463080F5BC856F60A82C99077A5A75C7","15124E12","Documents","ReadOnly, Directory (17)","11/04/2018 15:11:59.9614821","10/03/2018 06:39:12.4884817","10/04/2018 23:38:52.2119404","file:C:/Users/maxpowers/Documents","maxpowers","10/03/2018 06:39:14.0000000","10/03/2018 06:39:14.0000000","11/04/2018 15:11:59.9614821","6","Documents","False","False","True","10/03/2018 06:39:14.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Documents","Documents","Documents","C:\Users\maxpowers\Documents","Documents (C:\Users\maxpowers)","Directory","folder","Folder","Documents","1887437183","0","11/04/2018 15:12:17.2893364","0","file",,"8685951A76B590C3","File folder","43"
"6F1054B31496DBE25BE4E3997C8EDEE3","15124E12","Downloads","ReadOnly, Directory (17)","11/04/2018 15:11:59.8518378","10/03/2018 06:39:12.4884817","02/04/2018 19:08:56.9656525","file:C:/Users/maxpowers/Downloads","maxpowers","10/03/2018 06:39:14.0000000","10/03/2018 06:39:14.0000000","11/04/2018 15:11:59.8518378","6","Downloads","False","False","True","10/03/2018 06:39:14.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Downloads","Downloads","Downloads","C:\Users\maxpowers\Downloads","Downloads (C:\Users\maxpowers)","Directory","folder","Folder","Downloads","1887437183","0","11/04/2018 15:12:16.4456523","0","file",,"D542678263A4701B","File folder","44"
"18BD8E095032B63F33D3BC58D6A7AB69","15124E12","Favorites","ReadOnly, Directory (17)","11/04/2018 15:11:59.7112104","10/03/2018 06:39:12.4884817","13/03/2018 18:10:42.2852934","file:C:/Users/maxpowers/Favorites","maxpowers","10/03/2018 06:39:14.0000000","10/03/2018 06:39:14.0000000","11/04/2018 15:11:59.7112104","6","Favorites","False","False","True","10/03/2018 06:39:14.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Favorites","Favorites","Favorites","C:\Users\maxpowers\Favorites","Favorites (C:\Users\maxpowers)","Directory","folder","Folder","Favorites","1887437183","0","11/04/2018 15:12:16.4300674","0,03125","file",,"18D6962F7DFB19F2","File folder","45"
"35C0871A852A2CAD9014290B1986BACF","15124E12","Links","ReadOnly, Directory (17)","11/04/2018 15:12:00.0706279","10/03/2018 06:39:12.4728499","03/04/2018 19:28:20.5636695","file:C:/Users/maxpowers/Links","maxpowers","10/03/2018 06:39:14.0000000","10/03/2018 06:39:14.0000000","11/04/2018 15:12:00.0706279","6","Links","False","False","True","10/03/2018 06:39:14.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Links","Links","Links","C:\Users\maxpowers\Links","Links (C:\Users\maxpowers)","Directory","folder","Folder","Links","1887437183","0","11/04/2018 15:12:16.4143632","0","file",,"0EFCB342D8960135","File folder","46"
"8A70AE6216C863296C1FC6C50A6F1B77","15124E12","Music","ReadOnly, Directory (17)","11/04/2018 15:11:59.8362045","10/03/2018 06:39:12.4728499","10/03/2018 06:39:18.0041146","file:C:/Users/maxpowers/Music","maxpowers","10/03/2018 06:39:14.0000000","10/03/2018 06:39:14.0000000","11/04/2018 15:11:59.8362045","6","Music","False","False","True","10/03/2018 06:39:14.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Music","Music","Music","C:\Users\maxpowers\Music","Music (C:\Users\maxpowers)","Directory","folder","Folder","Music","1887437183","0","11/04/2018 15:12:16.3206549","0","file",,"BFEF2E5E1578D1A6","File folder","48"
"99BBB6C7049446FCE6D475BE1B6203FA","15124E12","OneDrive","ReadOnly, Directory (17)","27/04/2018 19:28:37.1238984","10/03/2018 06:40:44.2709175","10/03/2018 06:40:44.2852947","file:C:/Users/maxpowers/OneDrive","maxpowers","10/03/2018 06:40:46.0000000","10/03/2018 06:40:46.0000000","27/04/2018 19:28:37.1238984","6","OneDrive","False","False","True","10/03/2018 06:40:46.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","OneDrive","OneDrive","OneDrive","C:\Users\maxpowers\OneDrive","OneDrive (C:\Users\maxpowers)","Directory","folder","Folder","OneDrive","1887437183","0","27/04/2018 19:28:37.3427737","0,046875","file",,"0DD55F173971BE3E","File folder","57"
"83BC079ECC64AA04A93C8769113A2E5B","15124E12","Pictures","ReadOnly, Directory (17)","11/04/2018 15:11:59.7112104","10/03/2018 06:39:12.4728499","10/03/2018 10:38:14.5675525","file:C:/Users/maxpowers/Pictures","maxpowers","10/03/2018 06:39:14.0000000","10/03/2018 06:39:14.0000000","11/04/2018 15:11:59.7112104","6","Pictures","False","False","True","10/03/2018 06:39:14.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Pictures","Pictures","Pictures","C:\Users\maxpowers\Pictures","Pictures (C:\Users\maxpowers)","Directory","folder","Folder","Pictures","1887437183","0","11/04/2018 15:12:16.2738179","0,015625","file",,"3EBF1E0E9DD1505B","File folder","58"
"5C053927841A68EAE9AA8A9665EC86FA","15124E12","Camera Roll","ReadOnly, Directory (17)","10/03/2018 06:43:18.5979026","10/03/2018 06:43:18.5979026","10/03/2018 06:43:18.5979026","file:C:/Users/maxpowers/Pictures/Camera Roll","Pictures","10/03/2018 06:43:18.5979026","10/03/2018 06:43:18.5979026","10/03/2018 06:43:18.5979026","6","Camera Roll","False","False","True","10/03/2018 06:43:20.0000000","C:\Users\maxpowers\Pictures","Pictures (C:\Users\maxpowers)","Camera Roll","Camera Roll","Camera Roll","C:\Users\maxpowers\Pictures\Camera Roll","Camera Roll (C:\Users\maxpowers\Pictures)","Directory","folder","Folder","Camera Roll","1887437183","0","11/04/2018 15:12:16.3050155","0","file",,"32A70F3BA2B818C0","File folder","59"
"CE3FF2362D5D7D516D22CC2E98B5614F","15124E12","Saved Games","ReadOnly, Directory (17)","11/04/2018 15:12:00.0082442","10/03/2018 06:39:12.4728499","10/03/2018 06:39:18.2384567","file:C:/Users/maxpowers/Saved Games","maxpowers","10/03/2018 06:39:14.0000000","10/03/2018 06:39:14.0000000","11/04/2018 15:12:00.0082442","6","Saved Games","False","False","True","10/03/2018 06:39:14.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Saved Games","Saved Games","Saved Games","C:\Users\maxpowers\Saved Games","Saved Games (C:\Users\maxpowers)","Directory","folder","Folder","Saved Games","1887437183","0","11/04/2018 15:12:14.4612180","0","file",,"2D4E05D211C30C5F","File folder","61"
"91D57B3605EBD5E4F76704076420279C","15124E12","Searches","ReadOnly, Directory (17)","11/04/2018 15:11:59.8205869","10/03/2018 06:39:18.0978396","10/03/2018 06:39:56.4260051","file:C:/Users/maxpowers/Searches","maxpowers","10/03/2018 06:39:20.0000000","10/03/2018 06:39:20.0000000","11/04/2018 15:11:59.8205869","6","Searches","False","False","True","10/03/2018 06:39:20.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Searches","Searches","Searches","C:\Users\maxpowers\Searches","Searches (C:\Users\maxpowers)","Directory","folder","Folder","Searches","1887437183","0","11/04/2018 15:12:14.4612180","0","file",,"C6CA91EED0C8E5D7","File folder","62"
"6BB17F10E860442BD404330F87A44347","15124E12","Videos","ReadOnly, Directory (17)","11/04/2018 15:11:59.7112104","10/03/2018 06:39:12.4728499","10/03/2018 06:39:17.8946540","file:C:/Users/maxpowers/Videos","maxpowers","10/03/2018 06:39:14.0000000","10/03/2018 06:39:14.0000000","11/04/2018 15:11:59.7112104","6","Videos","False","False","True","10/03/2018 06:39:14.0000000","C:\Users\maxpowers","maxpowers (C:\Users)","Videos","Videos","Videos","C:\Users\maxpowers\Videos","Videos (C:\Users\maxpowers)","Directory","folder","Folder","Videos","1887437183","0","11/04/2018 15:12:14.4143453","0","file",,"5FF5FA0BC0E761D3","File folder","66"
"4E15192FC899F8CD0435E2461C310576","15124E12","Saved Pictures","ReadOnly, Directory (17)","10/03/2018 10:38:14.5675525","10/03/2018 10:38:14.5675525","10/03/2018 10:38:14.5675525","file:C:/Users/maxpowers/Pictures/Saved Pictures","Pictures","10/03/2018 10:38:14.5675525","10/03/2018 10:38:14.5675525","10/03/2018 10:38:14.5675525","6","Saved Pictures","False","False","True","10/03/2018 10:38:16.0000000","C:\Users\maxpowers\Pictures","Pictures (C:\Users\maxpowers)","Saved Pictures","Saved Pictures","Saved Pictures","C:\Users\maxpowers\Pictures\Saved Pictures","Saved Pictures (C:\Users\maxpowers\Pictures)","Directory","folder","Folder","Saved Pictures","1887437183","0","11/04/2018 15:12:16.2893769","0,015625","file",,"94DF3F361603339B","File folder","70"
"ACC6929914366A0500F744D61F77B9EC","15124E12","Links","ReadOnly, Directory (17)","11/04/2018 15:11:59.3518248","10/03/2018 06:39:17.3790189","13/03/2018 18:08:14.4267866","file:C:/Users/maxpowers/Favorites/Links","Favorites","10/03/2018 06:39:18.0000000","10/03/2018 06:39:18.0000000","11/04/2018 15:11:59.3518248","6","Favorites Bar","False","False","True","10/03/2018 06:39:18.0000000","C:\Users\maxpowers\Favorites","Favorites (C:\Users\maxpowers)","Favorites Bar","Favorites Bar","Favorites Bar","C:\Users\maxpowers\Favorites\Favorites Bar","Favorites Bar (C:\Users\maxpowers\Favorites)","Directory","folder","Folder","Links","1887437183","0","11/04/2018 15:12:16.4300674","0","file",,"C5DF69044BD7629E","File folder","78"
"98A61CD5F29B033CA81D31B7B824547F","15124E12","Custom Office Templates","Directory (16)","10/03/2018 07:29:11.6916489","10/03/2018 07:29:11.6916489","10/03/2018 07:29:11.6916489","file:C:/Users/maxpowers/Documents/Custom Office Templates","Documents","10/03/2018 07:29:11.6916489","10/03/2018 07:29:11.6916489","10/03/2018 07:29:11.6916489","6","Custom Office Templates","False","False","True","10/03/2018 07:29:12.0000000","C:\Users\maxpowers\Documents","Documents (C:\Users\maxpowers)","Custom Office Templates","Custom Office Templates","Custom Office Templates","C:\Users\maxpowers\Documents\Custom Office Templates","Custom Office Templates (C:\Users\maxpowers\Documents)","Directory","folder","Folder","Custom Office Templates","1887437183","0","11/04/2018 15:12:18.7894150","0,015625","file",,"F215AD283E43437C","File folder","91"
"E0E654614FB3171023C44D29E887356D","15124E12","testing","Directory (16)","13/03/2018 16:35:26.1656556","12/03/2018 23:39:07.0719035","13/03/2018 16:35:26.1656556","file:C:/Users/maxpowers/Desktop/testing","Desktop","12/03/2018 23:39:08.0000000","12/03/2018 23:39:08.0000000","13/03/2018 16:35:26.1656556","6","testing","False","False","True","12/03/2018 23:39:08.0000000","C:\Users\maxpowers\Desktop","Desktop (C:\Users\maxpowers)","testing","testing","testing","C:\Users\maxpowers\Desktop\testing","testing (C:\Users\maxpowers\Desktop)","Directory","folder","Folder","testing","1887437183","0","11/04/2018 15:12:18.8362157","0","file",,"01DF404E33C2FBF7","File folder","94"
"FD485DA282F9F8B7C4EF42EBE5857FCB","15124E12","geodb","Directory (16)","12/03/2018 23:43:17.0878164","12/03/2018 23:43:15.2907922","12/03/2018 23:43:17.0878164","file:C:/Users/maxpowers/Desktop/testing/geodb","testing","12/03/2018 23:43:16.0000000","12/03/2018 23:43:16.0000000","12/03/2018 23:43:17.0878164","6","geodb","False","False","True","12/03/2018 23:43:16.0000000","C:\Users\maxpowers\Desktop\testing","testing (C:\Users\maxpowers\Desktop)","geodb","geodb","geodb","C:\Users\maxpowers\Desktop\testing\geodb","geodb (C:\Users\maxpowers\Desktop\testing)","Directory","folder","Folder","geodb","1887437183","0","11/04/2018 15:12:18.8830797","0,015625","file",,"D8FD5A9BA90B5735","File folder","95"
"FAAB4DDF0F83467031E534329B50C117","15124E12","logs","Directory (16)","12/03/2018 23:42:02.0406520","12/03/2018 23:42:02.0252381","12/03/2018 23:42:02.0406520","file:C:/Users/maxpowers/Desktop/testing/logs","testing","12/03/2018 23:42:02.0406520","12/03/2018 23:42:02.0406520","12/03/2018 23:42:02.0406520","6","logs","False","False","True","12/03/2018 23:42:04.0000000","C:\Users\maxpowers\Desktop\testing","testing (C:\Users\maxpowers\Desktop)","logs","logs","logs","C:\Users\maxpowers\Desktop\testing\logs","logs (C:\Users\maxpowers\Desktop\testing)","Directory","folder","Folder","logs","1887437183","0","11/04/2018 15:12:18.8677579","0","file",,"396B80FF819F657F","File folder","97"
