0F-InvertedOnlyMD5,0-InvertedOnlyPids,11-System_FileName,13F-System_Size,14F-System_FileAttributes,15F-System_DateModified,16F-System_DateCreated,17F-System_DateAccessed,33-System_ItemUrl,3-System_ItemFolderNameDisplay,4147-System_Audio_ChannelCount,4148-System_Audio_EncodingBitrate,4149-System_Audio_Format,4151-System_Audio_SampleRate,4152-System_Audio_SampleSize,4182-System_ComputerName,4351-System_ContentType,4357-System_DRM_IsProtected,4359-System_DateAcquired,4363-System_DateImported,4369-System_Document_DateCreated,4371-System_Document_DateSaved,4390-System_FileExtension,4394-System_FileOwner,4395-System_FilePlaceholderStatus,4427-System_IsAttachment,4429-System_IsEncrypted,4432-System_IsFolder,4436-System_ItemDate,4438-System_ItemFolderPathDisplay,4439-System_ItemFolderPathDisplayNarrow,4440-System_ItemName,4441-System_ItemNameDisplay,4442-System_ItemNameDisplayWithoutExtension,4445-System_ItemPathDisplay,4446-System_ItemPathDisplayNarrow,4448-System_ItemType,4454-System_Kind,4455-System_KindText,4470-System_MIMEType,4481-System_Media_DateEncoded,4483-System_Media_DlnaProfileID,4484-System_Media_Duration,4557-System_NotUserContent,4563-System_ParsingName,4621-System_SFGAOFlags,4622-System_Search_AccessCount,4629F-System_Search_GatherTime,4631-System_Search_LastIndexedTotalTime,4635-System_Search_Store,4676-System_ThumbnailCacheId,4685-System_Video_Compression,4687-System_Video_EncodingBitrate,4688-System_Video_FourCC,4689-System_Video_FrameHeight,4690-System_Video_FrameRate,4691-System_Video_FrameWidth,4692-System_Video_HorizontalAspectRatio,4693-System_Video_IsSpherical,4694-System_Video_IsStereo,4695-System_Video_Orientation,4698-System_Video_TotalBitrate,4699-System_Video_VerticalAspectRatio,4700-System_VolumeId,5-System_ItemTypeText,WorkID
"5FE8F80708C21B40EBD2526951DC4AE2","261263121813","01_Equality_3_min.mp4","1998231","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:53:22.6952735","30/09/2019 04:47:46.7514446","30/09/2019 04:53:22.8104826","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/09_Equality/01_Equality_3_min.mp4","09_Equality","1","73696","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False",,"30/09/2019 04:47:48.0000000","30/09/2019 04:47:48.0000000","30/09/2019 04:53:22.6952735",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","30/09/2019 04:47:48.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality","09_Equality (C:\Users\Professor Moriarty\Downloads\intrologic-006)","01_Equality_3_min.mp4","01_Equality_3_min.mp4","01_Equality_3_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality\01_Equality_3_min.mp4","01_Equality_3_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality)",".mp4","video","Video","video/mp4",,"AVC_MP4_HP_HD_AAC","00:00:02:34 (1540160000)","False","01_Equality_3_min.mp4","1077936503","0","30/09/2019 04:55:03.3296012","0,015625","file","C8B3E45DA9C4EAF2","{34363248-0000-0010-8000-00AA00389B71}","21352","875967048","540","29970","960","1","False","False","0","95048","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4562"
"37EF6434B0A9102A8CB6ECC876D6CED3","261263121813","05_10.5_Structural_Induction_6_min.mp4","5245158","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:54:43.7534581","30/09/2019 04:47:43.0184384","30/09/2019 04:54:44.3404591","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/08_Lesson_10_-_Induction/05_10.5_Structural_Induction_6_min.mp4","08_Lesson_10_-_Induction","1","75160","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False","01/01/1970 00:00:00.0000000","30/09/2019 04:47:44.0000000","30/09/2019 04:47:44.0000000","30/09/2019 04:54:43.7534581",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","01/01/1970 00:00:00.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\08_Lesson_10_-_Induction","08_Lesson_10_-_Induction (C:\Users\Professor Moriarty\Downloads\intrologic-006)","05_10.5_Structural_Induction_6_min.mp4","05_10.5_Structural_Induction_6_min.mp4","05_10.5_Structural_Induction_6_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\08_Lesson_10_-_Induction\05_10.5_Structural_Induction_6_min.mp4","05_10.5_Structural_Induction_6_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\08_Lesson_10_-_Induction)",".mp4","video","Video","video/mp4","01/01/1970 00:00:00.0000000","AVC_MP4_HP_HD_AAC","00:00:06:29 (3894220000)","False","05_10.5_Structural_Induction_6_min.mp4","1077936503","0","30/09/2019 04:55:03.2893989","0,015625","file","8123FD86CDF87272","{34363248-0000-0010-8000-00AA00389B71}","24024","875967048","540","29970","960","1","False","False","0","99184","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4569"
"B60062AC48FC750E88567658F74C9073","261263121813","02_Properties_of_Equality_3_min.mp4","2484668","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:53:32.4604141","30/09/2019 04:47:50.6608638","30/09/2019 04:53:32.6852734","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/09_Equality/02_Properties_of_Equality_3_min.mp4","09_Equality","1","74160","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False",,"30/09/2019 04:47:52.0000000","30/09/2019 04:47:52.0000000","30/09/2019 04:53:32.4604141",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","30/09/2019 04:47:52.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality","09_Equality (C:\Users\Professor Moriarty\Downloads\intrologic-006)","02_Properties_of_Equality_3_min.mp4","02_Properties_of_Equality_3_min.mp4","02_Properties_of_Equality_3_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality\02_Properties_of_Equality_3_min.mp4","02_Properties_of_Equality_3_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality)",".mp4","video","Video","video/mp4",,"AVC_MP4_HP_HD_AAC","00:00:03:11 (1911090000)","False","02_Properties_of_Equality_3_min.mp4","1077936503","0","30/09/2019 04:55:03.1748760","0","file","C7E1264CF111DED3","{34363248-0000-0010-8000-00AA00389B71}","21160","875967048","540","29970","960","1","False","False","0","95320","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4574"
"ABB9F1847B28E2F00F39C90A03F9A3C4","261263121813","01_First_Order_Logic_a_very_brief_introduction.mp4","13245200","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:54:57.4962812","30/09/2019 04:48:08.4900771","30/09/2019 04:55:01.9000415","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/10_First_Order_Logic/01_First_Order_Logic_a_very_brief_introduction.mp4","10_First_Order_Logic","1","127912","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False",,"30/09/2019 04:48:10.0000000","30/09/2019 04:48:10.0000000","30/09/2019 04:54:57.4962812",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","30/09/2019 04:48:10.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\10_First_Order_Logic","10_First_Order_Logic (C:\Users\Professor Moriarty\Downloads\intrologic-006)","01_First_Order_Logic_a_very_brief_introduction.mp4","01_First_Order_Logic_a_very_brief_introduction.mp4","01_First_Order_Logic_a_very_brief_introduction","C:\Users\Professor Moriarty\Downloads\intrologic-006\10_First_Order_Logic\01_First_Order_Logic_a_very_brief_introduction.mp4","01_First_Order_Logic_a_very_brief_introduction (C:\Users\Professor Moriarty\Downloads\intrologic-006\10_First_Order_Logic)",".mp4","video","Video","video/mp4",,"AVC_MP4_MP_HD_720p_AAC","00:00:10:41 (6415680000)","False","01_First_Order_Logic_a_very_brief_introduction.mp4","1077936503","0","30/09/2019 04:55:03.0728503","0,015625","file","EAA333F936E9711F","{34363248-0000-0010-8000-00AA00389B71}","28440","875967048","540","29970","960","1","False","False","0","156352","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4581"
"49F4734040005B7621F5C16FE852A59C","261263121813","05_More_examples_2_min.mp4","1813654","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:48:12.0292464","30/09/2019 04:48:01.9967483","30/09/2019 04:48:56.2301305","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/09_Equality/05_More_examples_2_min.mp4","09_Equality","1","73432","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False",,"30/09/2019 04:48:02.0000000","30/09/2019 04:48:02.0000000","30/09/2019 04:48:12.0292464",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","30/09/2019 04:48:02.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality","09_Equality (C:\Users\Professor Moriarty\Downloads\intrologic-006)","05_More_examples_2_min.mp4","05_More_examples_2_min.mp4","05_More_examples_2_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality\05_More_examples_2_min.mp4","05_More_examples_2_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality)",".mp4","video","Video","video/mp4",,"AVC_MP4_HP_HD_AAC","00:00:02:23 (1437760000)","False","05_More_examples_2_min.mp4","1077936503","0","30/09/2019 04:55:02.8246813","0,015625","file","D0C8D2AB7E2F7D4B","{34363248-0000-0010-8000-00AA00389B71}","18576","875967048","540","29970","960","1","False","False","0","92008","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4584"
"E0EC7F4BFB826AB7C9BA57BE3769A681","261263121813","01_Introduction_7_min.mp4","6078407","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:55:00.6536724","30/09/2019 04:48:13.0417563","30/09/2019 04:55:01.8145714","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/11_General_Game_Playing/01_Introduction_7_min.mp4","11_General_Game_Playing","1","75120","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False","01/01/1970 00:00:00.0000000","30/09/2019 04:48:14.0000000","30/09/2019 04:48:14.0000000","30/09/2019 04:55:00.6536724",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","01/01/1970 00:00:00.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing","11_General_Game_Playing (C:\Users\Professor Moriarty\Downloads\intrologic-006)","01_Introduction_7_min.mp4","01_Introduction_7_min.mp4","01_Introduction_7_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing\01_Introduction_7_min.mp4","01_Introduction_7_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing)",".mp4","video","Video","video/mp4","01/01/1970 00:00:00.0000000","AVC_MP4_HP_HD_AAC","00:00:07:08 (4288030000)","False","01_Introduction_7_min.mp4","1077936503","0","30/09/2019 04:55:02.8096182","0","file","CB41AB21C96E6E51","{34363248-0000-0010-8000-00AA00389B71}","29520","875967048","540","29970","960","1","False","False","0","104640","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4586"
"9EDA0673DD720FC76A2FABACE442D612","261263121813","04_General_Game_Playing_14_min.mp4","11394499","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:54:57.5118665","30/09/2019 04:48:33.6989558","30/09/2019 04:55:00.8939361","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/11_General_Game_Playing/04_General_Game_Playing_14_min.mp4","11_General_Game_Playing","1","75528","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False","01/01/1970 00:00:00.0000000","30/09/2019 04:48:34.0000000","30/09/2019 04:48:34.0000000","30/09/2019 04:54:57.5118665",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","01/01/1970 00:00:00.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing","11_General_Game_Playing (C:\Users\Professor Moriarty\Downloads\intrologic-006)","04_General_Game_Playing_14_min.mp4","04_General_Game_Playing_14_min.mp4","04_General_Game_Playing_14_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing\04_General_Game_Playing_14_min.mp4","04_General_Game_Playing_14_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing)",".mp4","video","Video","video/mp4","01/01/1970 00:00:00.0000000","AVC_MP4_HP_HD_AAC","00:00:13:36 (8168550000)","False","04_General_Game_Playing_14_min.mp4","1077936503","0","30/09/2019 04:55:02.7894923","0,015625","file","17F414CFEFF19BD5","{34363248-0000-0010-8000-00AA00389B71}","27344","875967048","540","29970","960","1","False","False","0","102872","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4594"
"D4289DB6F6E2901CDED4A4AA9E7458A5","261263121813","02_4.2_Linear_Proofs_8_min.mp4","6559654","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:55:00.7619188","30/09/2019 04:46:07.4135676","30/09/2019 04:55:01.6648106","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/04_Lesson_4_-_Propositional_Proofs/02_4.2_Linear_Proofs_8_min.mp4","04_Lesson_4_-_Propositional_Proofs","1","75216","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False","01/01/1970 00:00:00.0000000","30/09/2019 04:46:08.0000000","30/09/2019 04:46:08.0000000","30/09/2019 04:55:00.7619188",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","01/01/1970 00:00:00.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\04_Lesson_4_-_Propositional_Proofs","04_Lesson_4_-_Propositional_Proofs (C:\Users\Professor Moriarty\Downloads\intrologic-006)","02_4.2_Linear_Proofs_8_min.mp4","02_4.2_Linear_Proofs_8_min.mp4","02_4.2_Linear_Proofs_8_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\04_Lesson_4_-_Propositional_Proofs\02_4.2_Linear_Proofs_8_min.mp4","02_4.2_Linear_Proofs_8_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\04_Lesson_4_-_Propositional_Proofs)",".mp4","video","Video","video/mp4","01/01/1970 00:00:00.0000000","AVC_MP4_HP_HD_AAC","00:00:07:53 (4739660000)","False","02_4.2_Linear_Proofs_8_min.mp4","1077936503","0","30/09/2019 04:55:02.7543185","0","file","B55B65ACCC78137D","{34363248-0000-0010-8000-00AA00389B71}","26808","875967048","540","29970","960","1","False","False","0","102024","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4601"
"774E01D5C3040F953EB29ED386760670","261263121813","05_4.5_Soundness_and_Completeness_2_min.mp4","2027111","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:52:29.4620712","30/09/2019 04:46:24.2201938","30/09/2019 04:52:29.6846733","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/04_Lesson_4_-_Propositional_Proofs/05_4.5_Soundness_and_Completeness_2_min.mp4","04_Lesson_4_-_Propositional_Proofs","1","73584","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False","01/01/1970 00:00:00.0000000","30/09/2019 04:46:26.0000000","30/09/2019 04:46:26.0000000","30/09/2019 04:52:29.4620712",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","01/01/1970 00:00:00.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\04_Lesson_4_-_Propositional_Proofs","04_Lesson_4_-_Propositional_Proofs (C:\Users\Professor Moriarty\Downloads\intrologic-006)","05_4.5_Soundness_and_Completeness_2_min.mp4","05_4.5_Soundness_and_Completeness_2_min.mp4","05_4.5_Soundness_and_Completeness_2_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\04_Lesson_4_-_Propositional_Proofs\05_4.5_Soundness_and_Completeness_2_min.mp4","05_4.5_Soundness_and_Completeness_2_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\04_Lesson_4_-_Propositional_Proofs)",".mp4","video","Video","video/mp4","01/01/1970 00:00:00.0000000","AVC_MP4_HP_HD_AAC","00:00:02:23 (1431050000)","False","05_4.5_Soundness_and_Completeness_2_min.mp4","1077936503","0","30/09/2019 04:55:02.7297212","0,015625","file","6AE1E6888AE0FD60","{34363248-0000-0010-8000-00AA00389B71}","31048","875967048","540","29970","960","1","False","False","0","104632","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4603"
"E3F92D051D0C97B503D7BE798F481079","261263121813","04_Fitch_with_Equality_3_min.mp4","2484101","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:51:08.3215651","30/09/2019 04:47:57.2553772","30/09/2019 04:51:09.3015072","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/09_Equality/04_Fitch_with_Equality_3_min.mp4","09_Equality","1","74152","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False",,"30/09/2019 04:47:58.0000000","30/09/2019 04:47:58.0000000","30/09/2019 04:51:08.3215651",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","30/09/2019 04:47:58.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality","09_Equality (C:\Users\Professor Moriarty\Downloads\intrologic-006)","04_Fitch_with_Equality_3_min.mp4","04_Fitch_with_Equality_3_min.mp4","04_Fitch_with_Equality_3_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality\04_Fitch_with_Equality_3_min.mp4","04_Fitch_with_Equality_3_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality)",".mp4","video","Video","video/mp4",,"AVC_MP4_HP_HD_AAC","00:00:03:22 (2027340000)","False","04_Fitch_with_Equality_3_min.mp4","1077936503","0","30/09/2019 04:55:02.6939224","0","file","B995D171B37302E5","{34363248-0000-0010-8000-00AA00389B71}","15008","875967048","540","29970","960","1","False","False","0","89160","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4606"
"FBA8E9AC1CED54A17B962FAB54BC8511","261263121813","05_Philosophical_Remarks_5_min.mp4","4823881","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:53:14.0204414","30/09/2019 04:48:37.0429515","30/09/2019 04:53:14.9859869","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/11_General_Game_Playing/05_Philosophical_Remarks_5_min.mp4","11_General_Game_Playing","1","74776","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False","01/01/1970 00:00:00.0000000","30/09/2019 04:48:38.0000000","30/09/2019 04:48:38.0000000","30/09/2019 04:53:14.0204414",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","01/01/1970 00:00:00.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing","11_General_Game_Playing (C:\Users\Professor Moriarty\Downloads\intrologic-006)","05_Philosophical_Remarks_5_min.mp4","05_Philosophical_Remarks_5_min.mp4","05_Philosophical_Remarks_5_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing\05_Philosophical_Remarks_5_min.mp4","05_Philosophical_Remarks_5_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing)",".mp4","video","Video","video/mp4","01/01/1970 00:00:00.0000000","AVC_MP4_HP_HD_AAC","00:00:05:11 (3116590000)","False","05_Philosophical_Remarks_5_min.mp4","1077936503","0","30/09/2019 04:55:02.6658645","0,015625","file","6DDF0268F9F4B444","{34363248-0000-0010-8000-00AA00389B71}","40200","875967048","540","29970","960","1","False","False","0","114976","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4607"
"C16851DE7B20C97E4F23833D661D08E3","261263121813","03_Substitution_3_min.mp4","2671397","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:50:48.5211541","30/09/2019 04:47:51.9798958","30/09/2019 04:50:49.5710920","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/09_Equality/03_Substitution_3_min.mp4","09_Equality","1","74112","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False",,"30/09/2019 04:47:52.0000000","30/09/2019 04:47:52.0000000","30/09/2019 04:50:48.5211541",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","30/09/2019 04:47:52.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality","09_Equality (C:\Users\Professor Moriarty\Downloads\intrologic-006)","03_Substitution_3_min.mp4","03_Substitution_3_min.mp4","03_Substitution_3_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality\03_Substitution_3_min.mp4","03_Substitution_3_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\09_Equality)",".mp4","video","Video","video/mp4",,"AVC_MP4_HP_HD_AAC","00:00:03:16 (1968040000)","False","03_Substitution_3_min.mp4","1077936503","0","30/09/2019 04:55:02.6418715","0,015625","file","F5838C8623D0E1EE","{34363248-0000-0010-8000-00AA00389B71}","25640","875967048","540","29970","960","1","False","False","0","99752","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4608"
"17C12EAE29AF4744A3C9A825107F2831","261263121813","02_Game_Description_8_min.mp4","7325870","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:54:58.3813986","30/09/2019 04:48:18.9933591","30/09/2019 04:55:00.6056676","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/11_General_Game_Playing/02_Game_Description_8_min.mp4","11_General_Game_Playing","1","75232","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False","01/01/1970 00:00:00.0000000","30/09/2019 04:48:20.0000000","30/09/2019 04:48:20.0000000","30/09/2019 04:54:58.3813986",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","01/01/1970 00:00:00.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing","11_General_Game_Playing (C:\Users\Professor Moriarty\Downloads\intrologic-006)","02_Game_Description_8_min.mp4","02_Game_Description_8_min.mp4","02_Game_Description_8_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing\02_Game_Description_8_min.mp4","02_Game_Description_8_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\11_General_Game_Playing)",".mp4","video","Video","video/mp4","01/01/1970 00:00:00.0000000","AVC_MP4_HP_HD_AAC","00:00:08:18 (4988120000)","False","02_Game_Description_8_min.mp4","1077936503","0","30/09/2019 04:55:02.6178634","0","file","EB14230A1712B991","{34363248-0000-0010-8000-00AA00389B71}","33504","875967048","540","29970","960","1","False","False","0","108736","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4610"
"F9945201F1C9A8535E920AD93FBA30C0","261263121813","03_10.3_Linear_Induction_7_min.mp4","5255977","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:53:07.5271653","30/09/2019 04:47:35.5415620","30/09/2019 04:53:08.5151720","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/08_Lesson_10_-_Induction/03_10.3_Linear_Induction_7_min.mp4","08_Lesson_10_-_Induction","1","75096","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False","01/01/1970 00:00:00.0000000","30/09/2019 04:47:36.0000000","30/09/2019 04:47:36.0000000","30/09/2019 04:53:07.5271653",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","01/01/1970 00:00:00.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\08_Lesson_10_-_Induction","08_Lesson_10_-_Induction (C:\Users\Professor Moriarty\Downloads\intrologic-006)","03_10.3_Linear_Induction_7_min.mp4","03_10.3_Linear_Induction_7_min.mp4","03_10.3_Linear_Induction_7_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\08_Lesson_10_-_Induction\03_10.3_Linear_Induction_7_min.mp4","03_10.3_Linear_Induction_7_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\08_Lesson_10_-_Induction)",".mp4","video","Video","video/mp4","01/01/1970 00:00:00.0000000","AVC_MP4_HP_HD_AAC","00:00:06:45 (4059550000)","False","03_10.3_Linear_Induction_7_min.mp4","1077936503","0","30/09/2019 04:55:02.5978637","0","file","F3045F5EF62CFB1F","{34363248-0000-0010-8000-00AA00389B71}","19752","875967048","540","29970","960","1","False","False","0","94848","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4612"
"786F81688FF822C7822697A7EC5A5793","261263121813","04_10.4_Tree_Induction_4_min.mp4","3432334","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:54:06.3156885","30/09/2019 04:47:39.5942122","30/09/2019 04:54:09.2416727","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/08_Lesson_10_-_Induction/04_10.4_Tree_Induction_4_min.mp4","08_Lesson_10_-_Induction","1","74552","{00001610-0000-0010-8000-00AA00389B71}","44100","16","DESKTOP-HL2LCVA","video/mp4","False","01/01/1970 00:00:00.0000000","30/09/2019 04:47:40.0000000","30/09/2019 04:47:40.0000000","30/09/2019 04:54:06.3156885",".mp4","DESKTOP-HL2LCVA\Professor Moriarty","6","False","False","False","01/01/1970 00:00:00.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\08_Lesson_10_-_Induction","08_Lesson_10_-_Induction (C:\Users\Professor Moriarty\Downloads\intrologic-006)","04_10.4_Tree_Induction_4_min.mp4","04_10.4_Tree_Induction_4_min.mp4","04_10.4_Tree_Induction_4_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\08_Lesson_10_-_Induction\04_10.4_Tree_Induction_4_min.mp4","04_10.4_Tree_Induction_4_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\08_Lesson_10_-_Induction)",".mp4","video","Video","video/mp4","01/01/1970 00:00:00.0000000","AVC_MP4_HP_HD_AAC","00:00:04:24 (2647540000)","False","04_10.4_Tree_Induction_4_min.mp4","1077936503","0","30/09/2019 04:55:02.5593786","0,015625","file","4534958309998354","{34363248-0000-0010-8000-00AA00389B71}","20368","875967048","540","29970","960","1","False","False","0","94920","1","eda0f2ba-fb47-4cd4-b875-e076904e8ed9","MP4 Video","4613"
