0F-InvertedOnlyMD5,0-InvertedOnlyPids,11-System_FileName,13F-System_Size,14F-System_FileAttributes,15F-System_DateModified,16F-System_DateCreated,17F-System_DateAccessed,33-System_ItemUrl,3-System_ItemFolderNameDisplay,4351-System_ContentType,4363-System_DateImported,4369-System_Document_DateCreated,4371-System_Document_DateSaved,4390-System_FileExtension,4395-System_FilePlaceholderStatus,4427-System_IsAttachment,4429-System_IsEncrypted,4432-System_IsFolder,4436-System_ItemDate,4438-System_ItemFolderPathDisplay,4439-System_ItemFolderPathDisplayNarrow,4440-System_ItemName,4441-System_ItemNameDisplay,4442-System_ItemNameDisplayWithoutExtension,4445-System_ItemPathDisplay,4446-System_ItemPathDisplayNarrow,4448-System_ItemType,4470-System_MIMEType,4563-System_ParsingName,4621-System_SFGAOFlags,4622-System_Search_AccessCount,4629F-System_Search_GatherTime,4631-System_Search_LastIndexedTotalTime,4635-System_Search_Store,4676-System_ThumbnailCacheId,5-System_ItemTypeText,WorkID
"0B9A8D7BF2C025E297E5AAC38534DB13","26126312","millionsongsubset_full.tar.gz","1994614463","Archive, Sparse_File (544)","30/09/2019 04:42:21.8817542","30/09/2019 04:40:43.1615128","30/09/2019 04:42:21.9130007","file:C:/Users/Professor Moriarty/Downloads/millionsongsubset_full.tar.gz","Downloads","application/x-gzip","30/09/2019 04:40:44.0000000","30/09/2019 04:40:44.0000000","30/09/2019 04:42:21.8817542",".gz","6","False","False","False","30/09/2019 04:40:44.0000000","C:\Users\Professor Moriarty\Downloads","Downloads (C:\Users\Professor Moriarty)","millionsongsubset_full.tar.gz","millionsongsubset_full.tar.gz","millionsongsubset_full.tar","C:\Users\Professor Moriarty\Downloads\millionsongsubset_full.tar.gz","millionsongsubset_full.tar (C:\Users\Professor Moriarty\Downloads)",".gz","application/x-gzip","millionsongsubset_full.tar.gz","1077936503","0","30/09/2019 04:42:22.1669296","0,015625","file","9204C84070C401BD","GZ File","4427"
"314121C71BA80E6FEF499892149DA399","26126312","dataset-2-2.bag.tar.gz","131579367122","Archive, Sparse_File (544)","30/09/2019 05:05:38.4770833","30/09/2019 04:41:58.9697032","30/09/2019 05:06:12.2212453","file:C:/Users/Professor Moriarty/Downloads/dataset-2-2.bag.tar.gz","Downloads","application/x-gzip","30/09/2019 04:42:00.0000000","30/09/2019 04:42:00.0000000","30/09/2019 05:05:38.4770833",".gz","6","False","False","False","30/09/2019 04:42:00.0000000","C:\Users\Professor Moriarty\Downloads","Downloads (C:\Users\Professor Moriarty)","dataset-2-2.bag.tar.gz","dataset-2-2.bag.tar.gz","dataset-2-2.bag.tar","C:\Users\Professor Moriarty\Downloads\dataset-2-2.bag.tar.gz","dataset-2-2.bag.tar (C:\Users\Professor Moriarty\Downloads)",".gz","application/x-gzip","dataset-2-2.bag.tar.gz","1077936503","0","30/09/2019 05:06:12.9076350","0,109375","file","BE913088F344D538","GZ File","4902"
