0F-InvertedOnlyMD5,0-InvertedOnlyPids,11-System_FileName,13F-System_Size,14F-System_FileAttributes,15F-System_DateModified,16F-System_DateCreated,17F-System_DateAccessed,33-System_ItemUrl,3-System_ItemFolderNameDisplay,4346-System_DateImported,4352-System_Document_DateCreated,4354-System_Document_DateSaved,4373-System_FileExtension,4378-System_FilePlaceholderStatus,4410-System_IsAttachment,4412-System_IsEncrypted,4415-System_IsFolder,4419-System_ItemDate,4421-System_ItemFolderPathDisplay,4422-System_ItemFolderPathDisplayNarrow,4423-System_ItemName,4424-System_ItemNameDisplay,4425-System_ItemNameDisplayWithoutExtension,4428-System_ItemPathDisplay,4429-System_ItemPathDisplayNarrow,4431-System_ItemType,4546-System_ParsingName,4604-System_SFGAOFlags,4605-System_Search_AccessCount,4612F-System_Search_GatherTime,4614-System_Search_LastIndexedTotalTime,4618-System_Search_Store,4655-System_ThumbnailCacheId,5-System_ItemTypeText,WorkID
"D37A5E61B6C8C7A46FA8A0E3702A1BB2","15124E12","ntuser.dat.LOG2","0","38","13/03/2018 18:07:10.6760193","13/03/2018 18:07:10.6760193","13/03/2018 18:07:10.6760193","file:C:/Users/maxpowers/ntuser.dat.LOG2","maxpowers","13/03/2018 18:07:10.6760193","13/03/2018 18:07:10.6760193","13/03/2018 18:07:10.6760193",".LOG2","6","False","False","False","13/03/2018 18:07:10.6760193","C:\Users\maxpowers","maxpowers (C:\Users)","ntuser.dat.LOG2","ntuser.dat.LOG2","ntuser.dat","C:\Users\maxpowers\ntuser.dat.LOG2","ntuser.dat (C:\Users\maxpowers)",".LOG2","ntuser.dat.LOG2","1079546231","0","13/03/2018 18:17:33.2101813","0","file","6F566B1E6443FE1F","LOG2 File","53"
"D37A5E61B6C8C7A46FA8A0E3702A1BB2","15124E12","ntuser.dat.LOG2","0","38","13/03/2018 18:07:11.5526185","13/03/2018 18:07:11.5526185","13/03/2018 18:07:11.5526185","file:C:/Users/defaultuser0/ntuser.dat.LOG2","defaultuser0","13/03/2018 18:07:11.5526185","13/03/2018 18:07:11.5526185","13/03/2018 18:07:11.5526185",".LOG2","6","False","False","False","13/03/2018 18:07:11.5526185","C:\Users\defaultuser0","defaultuser0 (C:\Users)","ntuser.dat.LOG2","ntuser.dat.LOG2","ntuser.dat","C:\Users\defaultuser0\ntuser.dat.LOG2","ntuser.dat (C:\Users\defaultuser0)",".LOG2","ntuser.dat.LOG2","1079546231","0","13/03/2018 18:17:33.1004668","0","file","75186E2499CDCD7F","LOG2 File","981"
"D37A5E61B6C8C7A46FA8A0E3702A1BB2","15124E12","NTUSER.DAT.LOG2","0","38","29/09/2017 08:45:11.9144993","29/09/2017 08:45:11.9144993","29/09/2017 08:45:11.9144993","file:C:/Users/Default/NTUSER.DAT.LOG2","Default","29/09/2017 08:45:11.9144993","29/09/2017 08:45:11.9144993","29/09/2017 08:45:11.9144993",".LOG2","6","False","False","False","29/09/2017 08:45:11.9144993","C:\Users\Default","Default (C:\Users)","NTUSER.DAT.LOG2","NTUSER.DAT.LOG2","NTUSER.DAT","C:\Users\Default\NTUSER.DAT.LOG2","NTUSER.DAT (C:\Users\Default)",".LOG2","NTUSER.DAT.LOG2","1079546231","0","13/03/2018 18:17:33.0381363","0,015625","file","535CA0EDF29EAA12","LOG2 File","1012"
"D37A5E61B6C8C7A46FA8A0E3702A1BB2","15124E12","ntuser.dat.LOG2","0","38","13/03/2018 18:07:09.7696343","13/03/2018 18:07:09.7696343","13/03/2018 18:07:09.7696343","file:C:/Users/Administrator/ntuser.dat.LOG2","Administrator","13/03/2018 18:07:09.7696343","13/03/2018 18:07:09.7696343","13/03/2018 18:07:09.7696343",".LOG2","6","False","False","False","13/03/2018 18:07:09.7696343","C:\Users\Administrator","Administrator (C:\Users)","ntuser.dat.LOG2","ntuser.dat.LOG2","ntuser.dat","C:\Users\Administrator\ntuser.dat.LOG2","ntuser.dat (C:\Users\Administrator)",".LOG2","ntuser.dat.LOG2","1079546231","0","13/03/2018 18:17:32.9443230","0","file","92906A80BECCBFD8","LOG2 File","1115"
"D37A5E61B6C8C7A46FA8A0E3702A1BB2","15124E12","ntuser.dat.LOG2","212992","38","26/04/2018 18:22:30.3139758","26/04/2018 18:22:30.3139758","26/04/2018 18:22:30.3139758","file:C:/Users/itsupport/ntuser.dat.LOG2","itsupport","26/04/2018 18:22:30.3139758","26/04/2018 18:22:30.3139758","26/04/2018 18:22:30.3139758",".LOG2","6","False","False","False","26/04/2018 18:22:30.3139758","C:\Users\itsupport","itsupport (C:\Users)","ntuser.dat.LOG2","ntuser.dat.LOG2","ntuser.dat","C:\Users\itsupport\ntuser.dat.LOG2","ntuser.dat (C:\Users\itsupport)",".LOG2","ntuser.dat.LOG2","1079546231","0","26/04/2018 19:26:19.2981358","0,046875","file","B293DB9FF3D86066","LOG2 File","3573"
